code,product_name,brands,categories,labels,countries_en,quantity(g),url,ingredients_text,allergens,traces,nutriscore_grade,nutriscore_score,energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,nova_group,image_url,image_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url
60383013554,salsa,pc,['dips'],unknow,"canada,germany",1.85,http://world-en.openfoodfacts.org/product/0060383013554/salsa-pc,"['tomatoes tomatoes', 'tomato juice', 'citric acid', 'calcium chloride', 'concentrated tomato paste', 'eau', 'onions', 'green chili peppers', 'red bell peppers', 'white vinegar', 'apple cider vinegar', 'jalapeno peppers', 'sel', 'cilantro', 'spices', 'potassium sorbate', 'garlic powder', 'onion powder', 'jalapeno pepper powder', 'dried roasted garlic']",unknown,unknow,a,2.0,83.7,0.0,0.0,5.0,3.0,1.0,1.0,0.625,3.0,https://images.openfoodfacts.org/images/products/006/038/301/3554/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/3554/front_en.8.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/3554/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/3554/ingredients_en.4.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/3554/nutrition_en.12.400.jpg
60383013752,all-purpose flour,unknow,[],"kascher, cor kosher",canada,,http://world-en.openfoodfacts.org/product/0060383013752/all-purpose-flour-null,"['wheat flour', 'benzoyl peroxide', 'amylase', 'ascorbic acid', 'vitamins and minerals niacin', 'reduced iron', 'thiamine mononitrate', 'riboflavin', 'folic acid. ingredients : farine de ble', 'peroxyde de benzoyle', 'acide ascorbique', 'vitamines et mineraux niacine', 'fer reduit', 'mononitrate de thiamine', 'riboflavine', 'acide folique. : nutrition facts']",['ble(ia)'],unknow,a,2.0,1535.5,0.0,0.0,76.7,0.0,3.33,13.3,0.0,1.0,https://images.openfoodfacts.org/images/products/006/038/301/3752/front_en.12.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/3752/front_en.12.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/3752/ingredients_fr.7.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/3752/ingredients_fr.7.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/3752/nutrition_en.14.400.jpg
60383013769,all purpose flour,"sans nom,no name","[""aliments d'origine vegetale"", 'farines']",enriched-wih-vitamins,canada,,http://world-en.openfoodfacts.org/product/0060383013769/all-purpose-flour-sans-nom,"['farine de ble', 'peroxyde de benzoyle', 'acide ascorbique', 'amylase', 'vitamines et mineraux niacine', 'fer reduit', 'mononitrate de thiamine', 'riboflavine', 'acide folique']",['ble(ia)'],unknow,a,2.0,1535.5,0.0,0.0,76.7,0.0,3.33,13.3,0.0,1.0,https://images.openfoodfacts.org/images/products/006/038/301/3769/front_fr.17.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/3769/front_fr.17.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/3769/ingredients_en.10.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/3769/ingredients_en.10.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/3769/nutrition_en.11.400.jpg
60383014186,white cheddar cheese seasoning blend,president's choice,"['produits fermentes', 'fermented milk products', 'cheeses']","no artificial flavors, no colorings",canada,220.0,http://world-en.openfoodfacts.org/product/0060383014186/white-cheddar-cheese-seasoning-blend-president-s-choice,"['modified milk ingredients', 'cheddar cheese cultured milk', 'salt and enzymes', 'annatto', 'enriched wheat flour', 'sel', 'modified tapioca starch', 'torula yeast sodium phosphates', 'silicon dioxide', 'annatto extract']","['ble(ia)', 'lait(ia)']",unknow,e,,,,,,,0.0,,,4.0,https://images.openfoodfacts.org/images/products/006/038/301/4186/front_en.26.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/4186/front_en.26.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/4186/ingredients_en.20.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/4186/ingredients_en.20.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/4186/nutrition_en.28.400.jpg
60383014445,dark red kidney beans,no name,"['aliments d origine vegetale', 'legumes and their products', 'canned foods', 'legumes', 'seeds', 'canned plant-based foods', 'legume seeds', 'pulses', 'common beans', 'canned legumes', 'red beans', 'canned common beans']","kosher, cor kosher, simple check",canada,0.54,http://world-en.openfoodfacts.org/product/0060383014445/dark-red-kidney-beans-no-name,"['red kidney beans', 'eau', 'sel', 'calcium chloride', 'disodium edta']",unknown,unknow,b,4.0,301.2,0.4,0.0,14.4,0.8,4.0,5.6,0.25,3.0,https://images.openfoodfacts.org/images/products/006/038/301/4445/front_en.23.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/4445/front_en.23.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/4445/ingredients_en.25.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/4445/ingredients_en.25.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/4445/nutrition_en.27.400.jpg
60383014629,mélange d’amandes chocolat et cacao ruby,president’s choice,[],unknow,canada,,http://world-en.openfoodfacts.org/product/0060383014629/melange-d-amandes-chocolat-et-cacao-ruby-president-s-choice,"['almonds', 'sugars sugar', 'glucose solids', 'cocoa butter', 'unsweetened chocolate', 'milk ingredients', 'canola oil', 'lecithine', 'gum arabic', 'confectioners shellac', 'citric acid. may contain: peanuts', 'other tree nuts']","['soja(ia)', 'noix(ia)', 'arachides(ia)', 'lait(ia)']","nuts,peanuts",e,27.0,2343.0,34.0,14.0,56.0,,6.0,8.0,0.075,4.0,https://images.openfoodfacts.org/images/products/006/038/301/4629/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/4629/front_en.5.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/4629/ingredients_en.10.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/4629/ingredients_en.10.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/4629/nutrition_en.7.400.jpg
60383014735,sour cream 0%,"no name,sans nom",['compound dairy creams'],unknow,canada,0.5,http://world-en.openfoodfacts.org/product/0060383014735/sour-cream-0-no-name,"['skim milk', 'skim milk powder', 'modified corn starch', 'microcrystalline cellulose', 'modified milk ingredients', 'gum arabic', 'beef gelatin', 'titanium dioxide', 'sodium phosphate', 'cellulose gum', 'carrageenan', 'bacterial culture']",['lait(ia)'],unknow,a,0.0,278.9,0.0,0.0,10.0,6.6666666666667,0.0,6.6666666666667,0.29166666666668,4.0,https://images.openfoodfacts.org/images/products/006/038/301/4735/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/4735/front_en.8.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/4735/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/4735/ingredients_en.4.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/4735/nutrition_en.10.400.jpg
60383015251,jackfruit tex-mex,president's choice,['meat analogues'],"vegetarian, no artificial flavors, vegan, no artificial colors, no artificial colours or flavours, vegecert - certified vegan",canada,300.0,http://world-en.openfoodfacts.org/product/0060383015251/jackfruit-tex-mex-president-s-choice,"['green jackfruit', 'white onion', 'eau', 'tomato paste', 'rice bran oil', 'green bell peppers', 'rice vinegar', 'sucre', 'sea salt', 'lime juice', 'spices and herbs smoked paprika', 'cumin', 'garlic', 'onion']",unknown,unknow,c,4.0,418.4,5.71,1.43,12.9,4.29,5.0,1.43,0.625,3.0,https://images.openfoodfacts.org/images/products/006/038/301/5251/front_en.10.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/5251/front_en.10.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/5251/ingredients_en.17.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/5251/ingredients_en.17.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/5251/nutrition_en.12.400.jpg
60383015817,biscuits soda salés,no name,"['salty-snacks', 'appetizers', 'da:crackers']","no artificial flavors, no colorings",canada,907.0,http://world-en.openfoodfacts.org/product/0060383015817/biscuits-soda-sales-no-name,"['enriched wheat flour', 'soybean oil', 'sel', 'baking soda', 'wheat gluten', 'yeast', 'malted barley flour. may contain: peanuts', 'tree nuts', 'lait', 'egg', 'other soy']","['arachides(ia)', 'oeufs(ia)', 'soja(ia)', 'lait(ia)', 'ble(ia)']","eggs,milk,nuts,peanuts,soybeans",d,12.0,1569.0,12.5,4.17,66.7,4.17,,8.33,1.66,4.0,https://images.openfoodfacts.org/images/products/006/038/301/5817/front_en.20.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/5817/front_en.20.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/5817/ingredients_en.22.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/5817/ingredients_en.22.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/5817/nutrition_en.12.400.jpg
60383016258,haricot pinto frits mi-piquant,president's choice,"['aliments d origine vegetale', 'plats prepares', 'prepared vegetables', 'refried beans']",no colorings,canada,,http://world-en.openfoodfacts.org/product/0060383016258/haricot-pinto-frits-mi-piquant-president-s-choice,"['eau', 'prepared pinto beans', 'jalapeno peppers', 'green chili peppers', 'sel', 'citric acid']",unknown,unknow,a,1.0,320.9,0.5,0.133,14.7,1.0,4.33,5.33,0.692,3.0,https://images.openfoodfacts.org/images/products/006/038/301/6258/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/6258/front_en.8.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/6258/ingredients_en.14.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/6258/ingredients_en.14.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/6258/nutrition_en.10.400.jpg
60383016708,sparkling water: root beer flavour,president choice,['waters'],unknow,canada,0.355,http://world-en.openfoodfacts.org/product/0060383016708/sparkling-water-root-beer-flavour-president-choice,['carbonated water'],unknown,unknow,b,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,https://images.openfoodfacts.org/images/products/006/038/301/6708/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/6708/front_en.8.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/6708/ingredients_en.11.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/6708/ingredients_en.11.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/6708/nutrition_fr.5.400.jpg
60383017378,chicken hot dogs,no name,"['prepared meats', 'sausages', 'chicken and its products', 'meat preparations', 'chicken preparations', 'poultry sausages', 'chicken sausages']","cfia inspected, simple check",canada,450.0,http://world-en.openfoodfacts.org/product/0060383017378/chicken-hot-dogs-no-name,"['chicken', 'eau', 'enriched wheat flour', 'sel', 'modified corn starch', 'potassium lactate', 'sodium phosphate', 'sugars dextrose', 'smoked sugar', 'sodium diacetate', 'onion powder', 'sodium erythorbate', 'garlic powder', 'spices', 'smoke flavour', 'sodium nitrite']",['ble(ia)'],eggs,c,6.0,2054.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,https://images.openfoodfacts.org/images/products/006/038/301/7378/front_en.26.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/7378/front_en.26.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/7378/ingredients_en.20.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/7378/ingredients_en.20.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/7378/nutrition_en.28.400.jpg
60383017385,original hot dogs,"no name,sans nom","['prepared meats', 'sausages']","cfia inspected, simple check",canada,450.0,http://world-en.openfoodfacts.org/product/0060383017385/original-hot-dogs-no-name,"['pork', 'mechanically separated chicken', 'eau', 'modified corn starch', 'enriched wheat flour', 'sel', 'sugars corn syrup solids', 'dextrose', 'wheat gluten', 'beef', 'potassium lactate', 'sodium phosphate', 'sodium diacetate', 'sodium erythorbate', 'spices', 'garlic powder', 'onion powder', 'sodium nitrite', 'smoke']",['ble(ia)'],eggs,e,19.0,991.6,15.8,5.26,7.89,0.0,0.0,13.2,2.57,4.0,https://images.openfoodfacts.org/images/products/006/038/301/7385/front_en.14.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/7385/front_en.14.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/7385/ingredients_en.21.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/7385/ingredients_en.21.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/7385/nutrition_en.18.400.jpg
60383017576,unsweetened pineapple juice,sans nom,"['boissons', 'aliments d origine vegetale', 'fruits and vegetables based foods', 'fruits based foods', 'plant-based beverages', 'fruit-based beverages', 'fruits', 'juices and nectars', 'fruit juices', 'pineapple juices']","kosher, cor kosher, simple check",canada,36.0,http://world-en.openfoodfacts.org/product/0060383017576/unsweetened-pineapple-juice-sans-nom,"['pineapple juice', 'ascorbic acid vitamin c']",unknown,unknow,e,10.0,234.3,0.0,0.0,13.6,12.4,0.4,0.4,0.005,1.0,https://images.openfoodfacts.org/images/products/006/038/301/7576/front_en.19.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/7576/front_en.19.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/7576/ingredients_en.13.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/7576/ingredients_en.13.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/7576/nutrition_en.11.400.jpg
60383017736,baby dill pickles with garlic,président's choice,"['aliments d origine vegetale', 'canned foods', 'fruits and vegetables based foods', 'canned plant-based foods', 'pickles', 'vegetables based foods', 'canned vegetables', 'plant-based pickles', 'vegetable-pickles']",no colorings,canada,0.5,http://world-en.openfoodfacts.org/product/0060383017736/baby-dill-pickles-with-garlic-president-s-choice,"['cucumbers', 'water white vinegar salt', 'dehydrated garuc', 'calcum chloride flavour', 'polysorbate 80', 'oleoresin turmeric ingredients: concombres', 'eau', 'vinaigre blanc sel ail deshydrate', 'chlorure de calcium arome', 'oleoresine de curcuma ill no artificial colours sans colorants artificiels ornichons sth viec all imported for/importe pour loblaws inc toronto m4t 2s8', 'canada © 2011 tm/mc loblaws inc. 1-888-495-5111 6 60383 01773 9999 10']",unknown,unknow,c,8.0,69.7,0.0,0.0,3.3333333333333,0.0,0.0,1.6666666666667,1.8333333333333,4.0,https://images.openfoodfacts.org/images/products/006/038/301/7736/front_en.17.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/7736/front_en.17.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/7736/ingredients_en.11.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/7736/ingredients_en.11.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/7736/nutrition_en.22.400.jpg
60383018269,"white vinegar, 5% acetic acid",no name - sans nom,"['vinegars', 'vinegar-as-a-cooking-ingredient', 'water-softener-for-automatic-dishwashers', 'water-softener-for-laundry-rinse-cycles', 'vinegar with baking soda to freshen drains']","kosher,cor kosher",canada,4.0,http://world-en.openfoodfacts.org/product/0060383018269/white-vinegar-5-acetic-acid-no-name-sans-nom,['white vinegar  acetic acid by volume'],unknown,unknow,a,,0.0,0.0,,0.0,,,0.0,,2.0,https://images.openfoodfacts.org/images/products/006/038/301/8269/front_en.31.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/8269/front_en.31.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/8269/ingredients_en.27.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/8269/ingredients_en.27.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/8269/nutrition_en.28.400.jpg
60383018368,walnut pieces,unknow,[],"kosher, cor kosher",canada,,http://world-en.openfoodfacts.org/product/0060383018368/walnut-pieces,"['walnuts', 'may contain : peanuts', 'tree nuts not listed', 'may contain fragments of shell']","['arachides(ia)', 'noix(ia)']",peanuts,b,3.0,2928.8,,6.6666666666667,13.333333333333,3.3333333333333,,16.666666666667,0.0,,https://images.openfoodfacts.org/images/products/006/038/301/8368/front_en.14.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/8368/front_en.14.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/8368/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/8368/ingredients_en.4.200.jpg,https://images.openfoodfacts.org/images/products/006/038/301/8368/nutrition_en.16.400.jpg
60383018429,100% pure canola oil,no name,"['aliments d origine vegetale', 'fats', 'vegetable fats', 'vegetable oils', 'rapeseed oils', 'canola oils']","kosher, cor kosher",canada,3.0,http://world-en.openfoodfacts.org/product/0060383018429/100-pure-canola-oil-no-name,['canola oil'],unknown,unknow,b,1.0,3347.2,,5.0,0.0,0.0,0.0,0.0,0.0,2.0,https://images.openfoodfacts.org/images/products/006/038/301/8429/front_en.20.400.jpg,https://images.openfoodfacts.org/images/products/006/038/301/8429/front_en.20.200.jpg,unknow,unknow,https://images.openfoodfacts.org/images/products/006/038/301/8429/nutrition_en.14.400.jpg
